12,13,Thu Aug 19 16:01:02 2021,5405144,van	12,2,4574,PCC1F6F13	,,,,13,Thu,Aug,19,16:01:02,2021,5405144,,,,,
13,14,Tue Aug  3 14:55:00 2021,9309466,car	13,2,4902,PC425C6EC	,,,,14,Tue,Aug,,3,14:55:00,2021,9309466.0,,,VC965,
14,15,Thu Aug  5 04:00:30 2021,6494070,van	14,2,4012,PCEF5C190	,,,,15,Thu,Aug,,5,04:00:30,2021,6494070.0,,,VCD2F,
15,16,Sun Aug  8 13:08:17 2021,4880588,car	15,2,4458,PCECEBBFA	,,,,16,Sun,Aug,,8,13:08:17,2021,4880588.0,,,VC965,
16,17,Wed Aug  4 04:56:15 2021,6964507,car	16,2,4886,PC4D892D7	,,,,17,Wed,Aug,,4,04:56:15,2021,6964507.0,,,VC965,
17,18,Sun Aug 15 11:22:44 2021,5740782,truck	17,4,4680,PCC422F4D	,,,,18,Sun,Aug,15,11:22:44,2021,5740782,,,,,
18,19,Fri Jul 30 11:20:47 2021,1060261,van	18,2,4899,PC4967767	,,,,19,Fri,Jul,30,11:20:47,2021,1060261,,,,,
19,20,Sun Aug  8 21:22:56 2021,6599783,car	19,2,4855,PC03C5C15	,,,,20,Sun,Aug,,8,21:22:56,2021,6599783.0,,,VC965,
20,21,Wed Aug 11 10:33:15 2021,4573378,car	20,2,4737,PCED7EAFE	,,,,21,Wed,Aug,11,10:33:15,2021,4573378,,,,,
21,22,Fri Aug  6 02:02:33 2021,1362666,car	21,2,4140,PC5D4821F	,,,,22,Fri,Aug,,6,02:02:33,2021,1362666.0,,,VC965,
22,23,Mon Aug  9 05:07:58 2021,9227112,car	22,2,4961,PC92C5115	,,,,23,Mon,Aug,,9,05:07:58,2021,9227112.0,,,VC965,
23,24,Fri Aug 13 18:21:04 2021,1245885,car	23,2,4148,PCDFBBEBB	,,,,24,Fri,Aug,13,18:21:04,2021,1245885,,,,,
24,25,Thu Aug 12 01:36:28 2021,6702238,car	24,2,4630,PCA26D872	,,,,25,Thu,Aug,12,01:36:28,2021,6702238,,,,,
25,26,Wed Aug 11 04:05:21 2021,7598066,car	25,2,5003,PCAC9371E	,,,,26,Wed,Aug,11,04:05:21,2021,7598066,,,,,
26,27,Sun Aug  8 19:09:41 2021,2959560,car	26,2,4243,PCC4F7DCE	,,,,27,Sun,Aug,,8,19:09:41,2021,2959560.0,,,VC965,
27,28,Sun Aug  1 02:04:42 2021,9223690,car	27,2,4023,PC77793DF	,,,,28,Sun,Aug,,1,02:04:42,2021,9223690.0,,,VC965,
28,29,Sun Aug 15 11:11:42 2021,495967,car	28,2,4987,PCF4A9637	,,,,29,Sun,Aug,15,11:11:42,2021,495967,,,,VC965,
29,30,Sat Aug 14 03:39:26 2021,1920115,car	29,2,4755,PC628DCED	,,,,30,Sat,Aug,14,03:39:26,2021,1920115,,,,,
30,31,Wed Aug 18 23:33:41 2021,9940618,truck	30,4,4079,PCF1366ED	,,,,31,Wed,Aug,18,23:33:41,2021,9940618,,,,,
31,32,Fri Aug  6 10:18:54 2021,733942,car	31,2,4616,PCE6675F9	,,,,32,Fri,Aug,,6,10:18:54,2021,733942.0,,,PTE,VC965
32,33,Thu Aug 19 15:58:25 2021,3232373,truck	32,4,4245,PC6594AD4	,,,,33,Thu,Aug,19,15:58:25,2021,3232373,,,,,
33,34,Thu Aug 19 07:23:18 2021,2164250,truck	33,4,4090,PC1EE951B	,,,,34,Thu,Aug,19,07:23:18,2021,2164250,,,,,
34,35,Sun Aug  1 09:10:05 2021,3714822,truck	34,4,4383,PC4BFE950	,,,,35,Sun,Aug,,1,09:10:05,2021,3714822.0,,,VCB43,
35,36,Sat Aug  7 13:11:54 2021,9870882,van	35,2,4449,PCAACD453	,,,,36,Sat,Aug,,7,13:11:54,2021,9870882.0,,,VCD2F,
36,37,Tue Aug 10 01:27:00 2021,834998,car	36,2,4351,PC4E572D8	,,,,37,Tue,Aug,10,01:27:00,2021,834998,,,,VC965,
37,38,Tue Aug 10 14:31:35 2021,6715866,car	37,2,4159,PC5631507	,,,,38,Tue,Aug,10,14:31:35,2021,6715866,,,,,
38,39,Sun Aug  8 09:43:26 2021,9723146,car	38,2,4018,PCCB2657A	,,,,39,Sun,Aug,,8,09:43:26,2021,9723146.0,,,VC965,
39,40,Mon Aug  2 16:18:51 2021,2871310,car	39,2,4827,PC7D68CD9	,,,,40,Mon,Aug,,2,16:18:51,2021,2871310.0,,,VC965,
40,41,Sat Aug 14 13:13:47 2021,7657312,van	40,2,4115,PCF5D4B0A	,,,,41,Sat,Aug,14,13:13:47,2021,7657312,,,,,
41,42,Tue Aug  3 03:53:05 2021,9802000,car	41,2,4102,PC8C9B099	,,,,42,Tue,Aug,,3,03:53:05,2021,9802000.0,,,VC965,
42,43,Mon Aug 16 00:36:00 2021,6514220,car	42,2,4398,PCE60D320	,,,,43,Mon,Aug,16,00:36:00,2021,6514220,,,,,
43,44,Fri Aug 20 02:10:55 2021,3803763,car	43,2,4918,PC8F8E598	,,,,44,Fri,Aug,20,02:10:55,2021,3803763,,,,,
44,45,Sat Aug 14 06:32:07 2021,2223161,car	44,2,4984,PCBABF130	,,,,45,Sat,Aug,14,06:32:07,2021,2223161,,,,,
45,46,Fri Jul 30 02:19:56 2021,1228573,truck	45,4,4460,PCDF04952	,,,,46,Fri,Jul,30,02:19:56,2021,1228573,,,,,
46,47,Wed Aug  4 14:30:03 2021,4872795,car	46,2,4326,PC356AE8F	,,,,47,Wed,Aug,,4,14:30:03,2021,4872795.0,,,VC965,
47,48,Sat Aug 14 04:04:45 2021,2074513,van	47,2,4600,PCB99E8F9	,,,,48,Sat,Aug,14,04:04:45,2021,2074513,,,,,
48,49,Thu Aug 12 04:58:14 2021,7368256,car	48,2,4735,PC2294422	,,,,49,Thu,Aug,12,04:58:14,2021,7368256,,,,,
49,50,Wed Aug 11 10:50:27 2021,2168309,car	49,2,4162,PC51A39A7	,,,,50,Wed,Aug,11,10:50:27,2021,2168309,,,,,
50,51,Sun Aug  8 08:37:17 2021,5131457,car	50,2,4012,PCEF5C190	,,,,51,Sun,Aug,,8,08:37:17,2021,5131457.0,,,VC965,
51,52,Mon Aug  9 23:48:43 2021,2398430,car	51,2,4223,PCA37D114	,,,,52,Mon,Aug,,9,23:48:43,2021,2398430.0,,,VC965,
52,53,Wed Aug 18 17:50:45 2021,6065595,van	52,2,4990,PCFE28E92	,,,,53,Wed,Aug,18,17:50:45,2021,6065595,,,,,
53,54,Mon Aug  2 16:59:38 2021,9885768,car	53,2,4154,PC2C2EF9E	,,,,54,Mon,Aug,,2,16:59:38,2021,9885768.0,,,VC965,
54,55,Thu Aug 19 04:54:56 2021,4327783,car	54,2,4913,PC685427C	,,,,55,Thu,Aug,19,04:54:56,2021,4327783,,,,,
55,56,Tue Aug 17 18:11:45 2021,3904834,truck	55,4,4388,PC803F0F2	,,,,56,Tue,Aug,17,18:11:45,2021,3904834,,,,,
56,57,Mon Aug  2 19:48:50 2021,1358382,car	56,2,4299,PCAD3B9BC	,,,,57,Mon,Aug,,2,19:48:50,2021,1358382.0,,,VC965,
57,58,Tue Aug 17 16:46:31 2021,3579992,car	57,2,4725,PCB905D54	,,,,58,Tue,Aug,17,16:46:31,2021,3579992,,,,,
58,59,Wed Aug 11 22:21:30 2021,8130760,car	58,2,4229,PCD0DDD3D	,,,,59,Wed,Aug,11,22:21:30,2021,8130760,,,,,
59,60,Fri Jul 30 09:54:24 2021,6546218,car	59,2,4354,PC0671DD4	,,,,60,Fri,Jul,30,09:54:24,2021,6546218,,,,,
60,61,Sat Aug  7 16:42:24 2021,3673515,car	60,2,4127,PCA2D76A5	,,,,61,Sat,Aug,,7,16:42:24,2021,3673515.0,,,VC965,
61,62,Wed Aug  4 20:43:54 2021,9888875,truck	61,4,4522,PC0A326BE	,,,,62,Wed,Aug,,4,20:43:54,2021,9888875.0,,,VCB43,
62,63,Sat Aug  7 20:44:08 2021,8136080,truck	62,4,4410,PC6EFC03B	,,,,63,Sat,Aug,,7,20:44:08,2021,8136080.0,,,VCB43,
63,64,Thu Aug 12 19:23:36 2021,2078447,van	63,2,4689,PC89C35AD	,,,,64,Thu,Aug,12,19:23:36,2021,2078447,,,,,
64,65,Sat Aug  7 16:41:49 2021,8090807,car	64,2,4296,PCA24C1E1	,,,,65,Sat,Aug,,7,16:41:49,2021,8090807.0,,,VC965,
65,66,Sun Aug  1 07:32:04 2021,4309692,car	65,2,4303,PC2E2E0C0	,,,,66,Sun,Aug,,1,07:32:04,2021,4309692.0,,,VC965,
66,67,Wed Aug 11 14:24:25 2021,3752767,car	66,2,4346,PCA35B156	,,,,67,Wed,Aug,11,14:24:25,2021,3752767,,,,,
67,68,Wed Aug  4 23:10:29 2021,9407219,car	67,2,4253,PC82A16E6	,,,,68,Wed,Aug,,4,23:10:29,2021,9407219.0,,,VC965,
68,69,Wed Aug  4 14:29:11 2021,2167845,van	68,2,5007,PC869BDE8	,,,,69,Wed,Aug,,4,14:29:11,2021,2167845.0,,,VCD2F,
69,70,Tue Aug 17 01:20:54 2021,7903517,car	69,2,4534,PCAD9E1F9	,,,,70,Tue,Aug,17,01:20:54,2021,7903517,,,,,
70,71,Sat Aug 21 02:09:35 2021,7385817,car	70,2,4742,PC05B8749	,,,,71,Sat,Aug,21,02:09:35,2021,7385817,,,,,
71,72,Thu Aug 19 17:52:30 2021,5673776,car	71,2,4944,PC41EEC34	,,,,72,Thu,Aug,19,17:52:30,2021,5673776,,,,,
72,73,Tue Aug 17 21:58:23 2021,823973,car	72,2,4171,PC36C9AE8	,,,,73,Tue,Aug,17,21:58:23,2021,823973,,,,VC965,
73,74,Tue Aug 10 13:03:36 2021,9361361,car	73,2,4750,PCD987A9D	,,,,74,Tue,Aug,10,13:03:36,2021,9361361,,,,,
74,75,Sat Aug 21 19:25:57 2021,8744445,car	74,2,4878,PC08F56A1	,,,,75,Sat,Aug,21,19:25:57,2021,8744445,,,,,
75,76,Sun Aug  8 14:01:06 2021,2910050,car	75,2,4274,PC88EA64E	,,,,76,Sun,Aug,,8,14:01:06,2021,2910050.0,,,VC965,
76,77,Thu Aug  5 11:21:12 2021,1686323,car	76,2,4377,PC4AC8EAD	,,,,77,Thu,Aug,,5,11:21:12,2021,1686323.0,,,VC965,
77,78,Sun Aug  1 07:10:55 2021,9113006,car	77,2,4265,PC5B2AFFA	,,,,78,Sun,Aug,,1,07:10:55,2021,9113006.0,,,VC965,
78,79,Fri Jul 30 15:53:32 2021,660597,car	78,2,4304,PC89FB76E	,,,,79,Fri,Jul,30,15:53:32,2021,660597,,,,VC965,
79,80,Sun Aug 22 16:38:30 2021,8500934,car	79,2,4797,PCE2D63A7	,,,,80,Sun,Aug,22,16:38:30,2021,8500934,,,,,
80,81,Thu Aug 19 13:11:29 2021,395519,truck	80,4,4061,PC3A63A79	,,,,81,Thu,Aug,19,13:11:29,2021,395519,,,,VCB43,
81,82,Mon Aug  9 14:17:00 2021,2616607,truck	81,4,4085,PC6150735	,,,,82,Mon,Aug,,9,14:17:00,2021,2616607.0,,,VCB43,
82,83,Sat Aug 14 10:36:28 2021,7218572,car	82,2,4675,PCE49911B	,,,,83,Sat,Aug,14,10:36:28,2021,7218572,,,,,
83,84,Thu Aug 12 11:53:03 2021,994857,truck	83,4,4997,PC8111910	,,,,84,Thu,Aug,12,11:53:03,2021,994857,,,,VCB43,
84,85,Mon Aug  2 20:12:17 2021,3168436,car	84,2,4241,PC7241796	,,,,85,Mon,Aug,,2,20:12:17,2021,3168436.0,,,VC965,
85,86,Fri Aug 13 20:06:41 2021,1572712,car	85,2,4890,PCAFC8A56	,,,,86,Fri,Aug,13,20:06:41,2021,1572712,,,,,
86,87,Thu Jul 29 17:35:21 2021,545955,car	86,2,4537,PC10C700F	,,,,87,Thu,Jul,29,17:35:21,2021,545955,,,,VC965,
87,88,Sun Aug 22 05:39:41 2021,2013386,car	87,2,4743,PCE6EEF2E	,,,,88,Sun,Aug,22,05:39:41,2021,2013386,,,,,
88,89,Wed Aug 11 02:43:03 2021,6566889,car	88,2,4026,PC2CE9851	,,,,89,Wed,Aug,11,02:43:03,2021,6566889,,,,,
89,90,Wed Aug 11 02:39:24 2021,852585,car	89,2,4373,PC8806694	,,,,90,Wed,Aug,11,02:39:24,2021,852585,,,,VC965,
90,91,Thu Jul 29 14:30:02 2021,6196238,truck	90,4,4116,PCCA836C9	,,,,91,Thu,Jul,29,14:30:02,2021,6196238,,,,,
91,92,Mon Aug  2 11:07:12 2021,6031416,truck	91,4,4785,PC787D664	,,,,92,Mon,Aug,,2,11:07:12,2021,6031416.0,,,VCB43,
92,93,Wed Aug  4 15:15:09 2021,6905906,van	92,2,5002,PC585BD38	,,,,93,Wed,Aug,,4,15:15:09,2021,6905906.0,,,VCD2F,
93,94,Wed Aug 11 17:34:54 2021,3764238,car	93,2,4728,PC07BF95F	,,,,94,Wed,Aug,11,17:34:54,2021,3764238,,,,,
94,95,Thu Aug  5 06:31:23 2021,1673826,truck	94,4,4015,PC524833E	,,,,95,Thu,Aug,,5,06:31:23,2021,1673826.0,,,VCB43,
95,96,Sat Aug 21 18:13:29 2021,316662,car	95,2,4817,PCFF02057	,,,,96,Sat,Aug,21,18:13:29,2021,316662,,,,VC965,
96,97,Thu Aug 19 22:17:26 2021,2992127,truck	96,4,4857,PC59F4E22	,,,,97,Thu,Aug,19,22:17:26,2021,2992127,,,,,
97,98,Thu Aug 19 12:02:31 2021,7517992,car	97,2,4724,PC3DE08BF	,,,,98,Thu,Aug,19,12:02:31,2021,7517992,,,,,
98,99,Thu Aug 12 06:54:12 2021,6232948,truck	98,4,4725,PCB905D54	,,,,99,Thu,Aug,12,06:54:12,2021,6232948,,,,,
99,100,Fri Jul 30 08:09:03 2021,4369477,car	99,2,4591,PCC9875AC	,,,100,Fri,Jul,30,08:09:03,2021,4369477,,,,4591,,
100,101,Fri Aug  6 18:18:53 2021,4388245,truck	100,4,4792,PC3E35002	,,,101,Fri,Aug,,6,18:18:53,2021,4388245,,,,,
101,102,Sat Aug  7 20:49:07 2021,8392508,car	101,2,4927,PC2D22627	,,,102,Sat,Aug,,7,20:49:07,2021,8392508,,,,,
102,103,Fri Jul 30 16:08:08 2021,6858708,car	102,2,4397,PCB070250	,,,103,Fri,Jul,30,16:08:08,2021,6858708,,,,4397,,
103,104,Fri Aug  6 06:59:16 2021,6215048,truck	103,4,4195,PC308070B	,,,104,Fri,Aug,,6,06:59:16,2021,6215048,,,,,
104,105,Fri Aug 13 11:20:04 2021,7046549,truck	104,4,4336,PCD30AB50	,,,105,Fri,Aug,13,11:20:04,2021,7046549,,,,4336,,
105,106,Wed Aug  4 18:37:46 2021,7899881,truck	105,4,4520,PC8140983	,,,106,Wed,Aug,,4,18:37:46,2021,7899881,,,,,
106,107,Fri Aug 20 01:13:53 2021,9824238,car	106,2,4328,PC3777B8E	,,,107,Fri,Aug,20,01:13:53,2021,9824238,,,,4328,,
107,108,Sun Aug  8 10:25:38 2021,8180012,car	107,2,4749,PC65C93B7	,,,108,Sun,Aug,,8,10:25:38,2021,8180012,,,,,
108,109,Tue Aug 10 12:42:19 2021,426578,car	108,2,4990,PCFE28E92	,,,109,Tue,Aug,10,12:42:19,2021,426578,,,,,,
109,110,Thu Jul 29 11:33:20 2021,3284775,car	109,2,4231,PC016D687	,,,110,Thu,Jul,29,11:33:20,2021,3284775,,,,4231,,
110,111,Sat Jul 31 18:42:46 2021,5487227,car	110,2,4643,PC6713209	,,,111,Sat,Jul,31,18:42:46,2021,5487227,,,,4643,,
111,112,Thu Aug 12 23:09:32 2021,1772941,car	111,2,4121,PCEC57A8E	,,,112,Thu,Aug,12,23:09:32,2021,1772941,,,,4121,,
112,113,Fri Aug 13 04:52:01 2021,2471284,van	112,2,4400,PC3BD7D63	,,,113,Fri,Aug,13,04:52:01,2021,2471284,,,,4400,,
113,114,Sun Aug 22 03:05:40 2021,6040036,car	113,2,4119,PC9EBEDB5	,,,114,Sun,Aug,22,03:05:40,2021,6040036,,,,4119,,
114,115,Fri Aug 13 12:39:10 2021,9249042,truck	114,4,4695,PC4A5D62F	,,,115,Fri,Aug,13,12:39:10,2021,9249042,,,,4695,,
115,116,Mon Aug  9 22:59:28 2021,5791925,car	115,2,4495,PC210A754	,,,116,Mon,Aug,,9,22:59:28,2021,5791925,,,,,
116,117,Fri Aug  6 01:01:14 2021,3696614,truck	116,4,4434,PCA491459	,,,117,Fri,Aug,,6,01:01:14,2021,3696614,,,,,
117,118,Mon Aug  2 05:42:51 2021,7892550,car	117,2,4299,PCAD3B9BC	,,,118,Mon,Aug,,2,05:42:51,2021,7892550,,,,,
118,119,Sun Aug  1 19:31:14 2021,5673214,van	118,2,4023,PC77793DF	,,,119,Sun,Aug,,1,19:31:14,2021,5673214,,,,,
119,120,Fri Aug  6 05:58:42 2021,6657095,truck	119,4,4365,PC0F226DF	,,,120,Fri,Aug,,6,05:58:42,2021,6657095,,,,,
120,121,Mon Aug  9 16:03:31 2021,2067579,van	120,2,4582,PC98750ED	,,,121,Mon,Aug,,9,16:03:31,2021,2067579,,,,,
121,122,Fri Aug 13 11:42:48 2021,1005686,car	121,2,4119,PC9EBEDB5	,,,122,Fri,Aug,13,11:42:48,2021,1005686,,,,4119,,
122,123,Sun Aug  8 02:44:35 2021,7521772,van	122,2,4416,PC546F252	,,,123,Sun,Aug,,8,02:44:35,2021,7521772,,,,,
123,124,Sun Aug 15 08:43:48 2021,6545042,car	123,2,4898,PC0AE9E1B	,,,124,Sun,Aug,15,08:43:48,2021,6545042,,,,4898,,
124,125,Mon Aug  9 05:03:17 2021,3473929,truck	124,4,4698,PC8BCEB19	,,,125,Mon,Aug,,9,05:03:17,2021,3473929,,,,,
125,126,Sun Aug 22 02:13:18 2021,29457,car	125,2,4416,PC546F252	,,,126,Sun,Aug,22,02:13:18,2021,29457,,,,,VC965,
126,127,Sat Aug 21 23:03:24 2021,7360318,car	126,2,4993,PC0F0AB4E	,,,127,Sat,Aug,21,23:03:24,2021,7360318,,,,4993,,
127,128,Tue Aug 17 10:32:29 2021,3427163,truck	127,4,4356,PCF1979AE	,,,128,Tue,Aug,17,10:32:29,2021,3427163,,,,4356,,
128,129,Fri Jul 30 08:44:05 2021,3007179,van	128,2,4504,PC461DCD3	,,,129,Fri,Jul,30,08:44:05,2021,3007179,,,,4504,,
129,130,Fri Aug 20 06:01:27 2021,2151509,car	129,2,4811,PCBF83C7A	,,,130,Fri,Aug,20,06:01:27,2021,2151509,,,,4811,,
130,131,Sat Jul 31 05:17:21 2021,1067960,car	130,2,4574,PCC1F6F13	,,,131,Sat,Jul,31,05:17:21,2021,1067960,,,,4574,,
131,132,Tue Aug  3 07:01:26 2021,1100257,car	131,2,4116,PCCA836C9	,,,132,Tue,Aug,,3,07:01:26,2021,1100257,,,,,
132,133,Sun Aug 22 10:01:40 2021,4346999,car	132,2,4049,PC4779D38	,,,133,Sun,Aug,22,10:01:40,2021,4346999,,,,4049,,
133,134,Sat Aug 14 17:24:04 2021,4371005,car	133,2,4435,PC3E78C17	,,,134,Sat,Aug,14,17:24:04,2021,4371005,,,,4435,,
134,135,Sat Aug 14 11:50:01 2021,1583109,car	134,2,4272,PC09BDC08	,,,135,Sat,Aug,14,11:50:01,2021,1583109,,,,4272,,
135,136,Wed Aug 18 07:26:20 2021,8808595,car	135,2,4929,PC9E503B6	,,,136,Wed,Aug,18,07:26:20,2021,8808595,,,,4929,,
136,137,Thu Aug  5 01:15:16 2021,1841800,van	136,2,4531,PC857F4A0	,,,137,Thu,Aug,,5,01:15:16,2021,1841800,,,,,
137,138,Sat Jul 31 00:28:44 2021,1825050,car	137,2,4222,PC15EC378	,,,138,Sat,Jul,31,00:28:44,2021,1825050,,,,4222,,
138,139,Fri Aug 13 09:54:01 2021,8490556,car	138,2,4657,PCC591410	,,,139,Fri,Aug,13,09:54:01,2021,8490556,,,,4657,,
139,140,Thu Jul 29 23:02:42 2021,2549393,truck	139,4,4481,PC30AAE76	,,,140,Thu,Jul,29,23:02:42,2021,2549393,,,,4481,,
140,141,Wed Aug 11 13:15:55 2021,9636921,truck	140,4,4145,PC5FBE4B8	,,,141,Wed,Aug,11,13:15:55,2021,9636921,,,,4145,,
141,142,Thu Aug 19 21:13:57 2021,8899022,truck	141,4,4813,PCACF7982	,,,142,Thu,Aug,19,21:13:57,2021,8899022,,,,4813,,
142,143,Thu Aug 19 08:46:24 2021,8112100,van	142,2,4585,PCF3AE602	,,,143,Thu,Aug,19,08:46:24,2021,8112100,,,,4585,,
143,144,Thu Jul 29 16:02:19 2021,335366,car	143,2,4924,PCE3427C5	,,,144,Thu,Jul,29,16:02:19,2021,335366,,,,,,
144,145,Sat Jul 31 19:32:50 2021,1716955,truck	144,4,4584,PC1085B78	,,,145,Sat,Jul,31,19:32:50,2021,1716955,,,,4584,,
145,146,Sat Aug 21 13:56:33 2021,4153555,van	145,2,4225,PCC1ED0C5	,,,146,Sat,Aug,21,13:56:33,2021,4153555,,,,4225,,
146,147,Sat Jul 31 12:55:05 2021,5626263,car	146,2,4719,PCBD66B01	,,,147,Sat,Jul,31,12:55:05,2021,5626263,,,,4719,,
147,148,Fri Aug  6 23:05:57 2021,49472,car	147,2,4830,PC12EEFE0	,,,148,Fri,Aug,,6,23:05:57,2021,49472,,,,PTE,VC965
148,149,Thu Aug  5 15:24:15 2021,2497636,car	148,2,4073,PCA3797CA	,,,149,Thu,Aug,,5,15:24:15,2021,2497636,,,,,
149,150,Tue Aug  3 19:13:15 2021,7825358,truck	149,4,4954,PCA276EBB	,,,150,Tue,Aug,,3,19:13:15,2021,7825358,,,,,
150,151,Sat Jul 31 11:27:59 2021,6084818,van	150,2,4732,PCD83DE25	,,,151,Sat,Jul,31,11:27:59,2021,6084818,,,,4732,,
151,152,Thu Aug 19 18:53:39 2021,5455899,car	151,2,4155,PC9042B3F	,,,152,Thu,Aug,19,18:53:39,2021,5455899,,,,4155,,
152,153,Tue Aug 17 22:11:51 2021,1849505,van	152,2,4142,PC7ACFF7C	,,,153,Tue,Aug,17,22:11:51,2021,1849505,,,,4142,,
153,154,Wed Aug 18 19:49:38 2021,6114302,car	153,2,4737,PCED7EAFE	,,,154,Wed,Aug,18,19:49:38,2021,6114302,,,,4737,,
154,155,Sun Aug 15 12:34:18 2021,8064123,car	154,2,4337,PCCF6A454	,,,155,Sun,Aug,15,12:34:18,2021,8064123,,,,4337,,
155,156,Fri Aug  6 19:17:50 2021,538972,truck	155,4,4507,PC11DCA73	,,,156,Fri,Aug,,6,19:17:50,2021,538972,,,,VCB43,
156,157,Fri Jul 30 13:58:53 2021,6869546,truck	156,4,4092,PC40C2E00	,,,157,Fri,Jul,30,13:58:53,2021,6869546,,,,4092,,
157,158,Mon Aug  2 16:00:33 2021,3766512,car	157,2,4269,PCC7106FF	,,,158,Mon,Aug,,2,16:00:33,2021,3766512,,,,,
158,159,Fri Aug 20 21:45:41 2021,3528403,car	158,2,4610,PCA4D3E9B	,,,159,Fri,Aug,20,21:45:41,2021,3528403,,,,4610,,
159,160,Fri Aug 20 04:59:50 2021,4380057,van	159,2,4980,PCBD5C822	,,,160,Fri,Aug,20,04:59:50,2021,4380057,,,,4980,,
160,161,Sun Aug 15 00:36:59 2021,7876599,car	160,2,4295,PCD483999	,,,161,Sun,Aug,15,00:36:59,2021,7876599,,,,4295,,
161,162,Fri Aug 13 00:25:06 2021,969619,car	161,2,4412,PC821BC98	,,,162,Fri,Aug,13,00:25:06,2021,969619,,,,,,
162,163,Fri Jul 30 13:42:03 2021,5763049,car	162,2,4364,PCB33ACE8	,,,163,Fri,Jul,30,13:42:03,2021,5763049,,,,4364,,
163,164,Mon Aug 16 05:46:00 2021,6079402,truck	163,4,4290,PC84E8CEF	,,,164,Mon,Aug,16,05:46:00,2021,6079402,,,,4290,,
164,165,Sun Aug  1 22:59:23 2021,4832816,car	164,2,4264,PC9DFEBB0	,,,165,Sun,Aug,,1,22:59:23,2021,4832816,,,,,
165,166,Fri Aug 20 12:19:46 2021,3518759,truck	165,4,4412,PC821BC98	,,,166,Fri,Aug,20,12:19:46,2021,3518759,,,,4412,,
166,167,Sat Jul 31 02:42:05 2021,4469770,truck	166,4,4712,PC94168A2	,,,167,Sat,Jul,31,02:42:05,2021,4469770,,,,4712,,
167,168,Fri Aug  6 11:25:34 2021,7942552,truck	167,4,4603,PC485BE5B	,,,168,Fri,Aug,,6,11:25:34,2021,7942552,,,,,
168,169,Tue Aug 17 21:17:32 2021,2493747,truck	168,4,4180,PC250A90D	,,,169,Tue,Aug,17,21:17:32,2021,2493747,,,,4180,,
169,170,Tue Aug  3 15:31:28 2021,8099060,car	169,2,4592,PC627AA14	,,,170,Tue,Aug,,3,15:31:28,2021,8099060,,,,,
170,171,Fri Aug 20 22:50:25 2021,4492765,truck	170,4,4008,PC5680D80	,,,171,Fri,Aug,20,22:50:25,2021,4492765,,,,4008,,
171,172,Fri Aug  6 07:45:56 2021,5758058,car	171,2,4083,PC90346C9	,,,172,Fri,Aug,,6,07:45:56,2021,5758058,,,,,
172,173,Thu Aug 19 00:24:55 2021,9496559,car	172,2,4573,PC4D8469D	,,,173,Thu,Aug,19,00:24:55,2021,9496559,,,,4573,,
173,174,Fri Jul 30 02:24:22 2021,3174341,car	173,2,4642,PC17D596F	,,,174,Fri,Jul,30,02:24:22,2021,3174341,,,,4642,,
174,175,Fri Aug 13 05:55:34 2021,3318165,car	174,2,4693,PCB4CDDA5	,,,175,Fri,Aug,13,05:55:34,2021,3318165,,,,4693,,
